CustomerID,Age,City,MonthsAsCustomer,AvgMonthlySpend,AvgItemsPerVisit,PreferredCategory,Churned
2829,39,Mumbai,40,500.0,37,Apparel,1
2830,20,Bengaluru,52,3658.24,25,Electronics,0
2831,49,Delhi,46,3852.82,25,Electronics,0
2832,43,Mumbai,17,2262.95,5,Electronics,1
2833,25,Kolkata,32,3752.85,30,Electronics,0
2834,64,Delhi,27,2733.44,32,Groceries,0
2835,23,Mumbai,27,1132.82,12,Groceries,1
2836,54,Delhi,21,2614.56,19,Groceries,1
2837,28,Bengaluru,24,1261.01,15,Groceries,1
2838,32,Kolkata,74,4411.88,26,Apparel,0
2839,62,Kolkata,76,2512.15,18,Home Goods,0
2840,21,Kolkata,8,750.09,25,Home Goods,1
2841,19,Mumbai,21,3829.19,26,Home Goods,0
2842,64,Bengaluru,27,4401.14,18,Electronics,0
2843,39,Bengaluru,26,2306.45,18,Home Goods,1
2844,37,Mumbai,55,3780.71,20,Apparel,0
2845,53,Bengaluru,14,2745.76,30,Home Goods,1
2846,36,Mumbai,56,1227.27,25,Groceries,0
2847,42,Thane,73,4648.71,9,Electronics,0
2848,30,Thane,62,2402.26,6,Groceries,0
2849,64,Mumbai,10,4949.63,39,Electronics,1
2850,42,Mumbai,9,4657.37,18,Apparel,1
2851,28,Delhi,6,1104.07,22,Electronics,1
2852,36,Thane,10,4413.12,35,Apparel,1
2853,37,Mumbai,32,2908.31,29,Groceries,0
2854,47,Thane,25,1876.24,17,Electronics,1
2855,53,Mumbai,69,5076.91,12,Electronics,0
2856,23,Delhi,41,1701.56,30,Apparel,0
2857,21,Mumbai,34,3177.98,29,Apparel,0
2858,55,Kolkata,57,3292.26,23,Groceries,0
2859,53,Mumbai,27,2860.29,26,Groceries,0
2860,45,Kolkata,64,3144.47,18,Apparel,0
2861,54,Kolkata,80,737.72,31,Home Goods,0
2862,47,Thane,83,1653.14,28,Home Goods,0
2863,57,Kolkata,22,1559.08,35,Groceries,1
2864,46,Kolkata,21,2892.78,30,Home Goods,1
2865,47,Delhi,68,3545.85,14,Apparel,0
2866,35,Kolkata,76,5140.36,13,Groceries,0
2867,28,Delhi,49,2501.36,12,Electronics,0
2868,38,Bengaluru,6,5431.61,28,Apparel,1
2869,57,Delhi,50,3093.86,10,Electronics,0
2870,52,Kolkata,58,3536.85,15,Electronics,0
2871,59,Kolkata,21,1033.65,27,Groceries,1
2872,51,Delhi,36,4366.16,18,Groceries,0
2873,33,Thane,38,4717.75,19,Electronics,0
2874,43,Bengaluru,29,1359.19,5,Home Goods,1
2875,40,Bengaluru,12,4330.25,36,Electronics,1
2876,51,Bengaluru,48,3741.95,30,Apparel,0
2877,27,Kolkata,80,4692.2,25,Home Goods,0
2878,25,Mumbai,46,5005.14,26,Home Goods,0
2879,30,Thane,36,731.85,26,Apparel,1
2880,29,Kolkata,72,7176.39,16,Electronics,0
2881,34,Kolkata,39,5759.88,6,Groceries,0
2882,20,Delhi,57,1710.29,17,Groceries,0
2883,55,Kolkata,41,1642.46,20,Electronics,0
2884,26,Bengaluru,63,2106.04,11,Home Goods,0
2885,41,Mumbai,55,3161.21,34,Groceries,0
2886,22,Bengaluru,62,1502.74,15,Home Goods,0
2887,20,Mumbai,75,1699.47,30,Home Goods,0
2888,36,Thane,20,5016.12,34,Groceries,0
2889,39,Delhi,63,3200.43,28,Electronics,0
2890,38,Thane,81,6004.97,22,Apparel,0
2891,54,Kolkata,7,4794.19,32,Apparel,1
2892,24,Bengaluru,29,1978.82,13,Home Goods,1
2893,37,Bengaluru,50,3668.47,24,Groceries,0
2894,42,Delhi,14,1488.56,21,Home Goods,1
2895,18,Kolkata,39,5039.3,25,Apparel,0
2896,62,Bengaluru,61,4000.96,17,Home Goods,0
2897,38,Bengaluru,29,4629.74,6,Apparel,0
2898,51,Mumbai,28,1830.15,18,Home Goods,1
2899,46,Bengaluru,16,500.0,23,Groceries,1
2900,40,Thane,40,2908.2,37,Groceries,0
2901,25,Delhi,82,1534.04,20,Groceries,0
2902,39,Thane,83,4197.51,29,Home Goods,0
2903,58,Mumbai,18,5919.51,28,Home Goods,0
2904,31,Delhi,64,4295.63,12,Apparel,0
2905,61,Delhi,40,2438.47,16,Apparel,0
2906,42,Delhi,56,7708.43,10,Groceries,0
2907,45,Delhi,31,5230.4,10,Home Goods,0
2908,31,Bengaluru,78,3371.57,27,Groceries,0
2909,53,Thane,60,2779.84,30,Groceries,0
2910,63,Bengaluru,48,3836.25,6,Home Goods,0
2911,46,Delhi,62,4288.37,13,Groceries,0
2912,25,Mumbai,42,2758.18,16,Electronics,0
2913,63,Mumbai,73,2241.22,28,Home Goods,0
2914,24,Bengaluru,79,3701.98,36,Groceries,0
2915,18,Kolkata,60,4502.29,20,Electronics,0
2916,33,Bengaluru,14,2245.88,16,Electronics,1
2917,33,Mumbai,38,3883.77,35,Home Goods,0
2918,55,Bengaluru,54,1553.34,36,Home Goods,0
2919,44,Kolkata,66,500.0,15,Electronics,1
2920,39,Mumbai,50,4238.62,17,Home Goods,0
2921,24,Delhi,76,3813.15,38,Home Goods,0
2922,53,Thane,25,2679.35,39,Groceries,0
2923,48,Kolkata,47,1849.72,9,Apparel,0
2924,31,Thane,45,4608.54,34,Electronics,0
2925,63,Mumbai,19,2360.28,10,Home Goods,1
2926,54,Delhi,19,3470.09,37,Groceries,1
2927,29,Delhi,35,3386.21,12,Electronics,0
2928,24,Thane,37,5846.86,7,Groceries,0
2929,24,Delhi,6,2817.05,31,Apparel,1
2930,28,Kolkata,81,3702.48,7,Electronics,0
2931,24,Thane,44,3985.02,21,Electronics,0
2932,40,Delhi,9,1622.91,27,Groceries,1
2933,29,Delhi,72,5526.92,24,Groceries,0
2934,49,Kolkata,14,3096.39,36,Home Goods,1
2935,52,Kolkata,66,1462.9,36,Home Goods,0
2936,38,Bengaluru,37,6519.87,27,Apparel,0
2937,19,Bengaluru,68,3027.42,27,Home Goods,0
2938,52,Thane,76,1920.75,30,Groceries,0
2939,62,Mumbai,46,6829.32,19,Groceries,0
2940,30,Mumbai,63,2691.27,20,Home Goods,0
2941,23,Delhi,22,3766.54,35,Electronics,0
2942,59,Bengaluru,23,3399.74,19,Groceries,0
2943,35,Thane,78,1807.83,32,Electronics,0
2944,47,Delhi,53,3796.3,31,Apparel,0
2945,59,Bengaluru,53,2505.68,7,Home Goods,0
2946,51,Mumbai,19,4101.67,20,Apparel,1
2947,34,Delhi,73,4949.72,22,Groceries,0
2948,45,Bengaluru,74,4742.35,25,Apparel,0
2949,56,Mumbai,14,4317.68,9,Apparel,1
2950,51,Mumbai,81,4575.31,11,Apparel,0
2951,27,Bengaluru,19,3862.86,26,Groceries,1
2952,38,Thane,12,3943.45,12,Groceries,1
2953,62,Thane,38,3509.85,26,Home Goods,0
2954,38,Bengaluru,26,6371.77,23,Home Goods,0
2955,45,Bengaluru,38,3955.7,5,Groceries,0
2956,20,Kolkata,58,1725.97,26,Electronics,0
2957,23,Mumbai,17,6439.06,39,Apparel,1
2958,37,Mumbai,50,2343.63,10,Electronics,0
2959,48,Mumbai,21,5306.55,38,Apparel,0
2960,62,Kolkata,58,5454.59,14,Home Goods,0
2961,32,Mumbai,56,5902.36,12,Apparel,0
2962,41,Kolkata,65,5416.77,22,Home Goods,0
2963,28,Thane,16,3653.05,27,Home Goods,1
2964,64,Delhi,50,4139.27,31,Electronics,0
2965,26,Kolkata,8,2936.81,29,Apparel,1
2966,39,Kolkata,66,3931.72,36,Apparel,0
2967,28,Mumbai,38,2483.94,16,Electronics,0
2968,53,Thane,68,1803.15,18,Home Goods,0
2969,55,Thane,34,500.0,23,Apparel,1
2970,54,Bengaluru,33,1489.43,25,Electronics,1
2971,19,Bengaluru,17,500.0,39,Apparel,1
2972,28,Kolkata,63,6611.82,26,Groceries,0
2973,31,Mumbai,23,5198.79,19,Electronics,0
2974,58,Kolkata,83,7203.29,16,Groceries,0
2975,38,Kolkata,77,3756.15,19,Groceries,0
2976,28,Mumbai,24,2546.22,10,Apparel,1
2977,19,Mumbai,55,2482.75,8,Home Goods,0
2978,55,Kolkata,14,3244.25,5,Groceries,1
2979,62,Mumbai,26,3335.96,32,Home Goods,0
2980,57,Delhi,11,4688.91,15,Home Goods,1
2981,46,Thane,30,1061.24,16,Groceries,1
2982,34,Mumbai,54,5119.13,26,Groceries,0
2983,27,Thane,78,3088.21,19,Groceries,0
2984,44,Bengaluru,59,2660.31,27,Home Goods,0
2985,39,Bengaluru,73,3457.85,31,Home Goods,0
2986,52,Bengaluru,34,3877.7,27,Electronics,0
2987,27,Kolkata,39,3014.41,38,Apparel,0
2988,50,Mumbai,37,5803.28,35,Groceries,0
2989,45,Bengaluru,21,2783.05,38,Electronics,1
2990,39,Kolkata,39,950.69,23,Apparel,1
2991,21,Kolkata,24,1232.24,34,Home Goods,1
2992,44,Kolkata,70,3460.66,35,Apparel,0
2993,36,Delhi,74,2423.79,27,Groceries,0
2994,23,Mumbai,26,5223.12,23,Electronics,0
2995,48,Bengaluru,22,2277.57,38,Electronics,1
2996,44,Delhi,56,5498.48,30,Apparel,0
2997,26,Thane,21,2905.98,11,Electronics,1
2998,64,Delhi,63,3642.34,30,Groceries,0
2999,62,Kolkata,21,4110.64,24,Groceries,0
3000,49,Thane,52,3224.06,32,Home Goods,0
3001,41,Bengaluru,22,2257.53,13,Groceries,1
3002,33,Kolkata,44,1813.02,36,Home Goods,0
3003,27,Thane,26,3975.9,22,Electronics,0
3004,22,Delhi,18,3905.38,27,Electronics,1
3005,40,Thane,9,1485.44,21,Electronics,1
3006,53,Mumbai,71,1273.34,39,Apparel,0
3007,52,Delhi,37,2071.87,36,Groceries,0
3008,59,Kolkata,57,3063.87,19,Electronics,0
3009,27,Delhi,46,4092.83,18,Home Goods,0
3010,37,Delhi,71,3318.55,14,Electronics,0
3011,63,Delhi,54,2703.49,37,Apparel,0
3012,61,Delhi,46,7633.42,15,Electronics,0
3013,48,Mumbai,72,4324.73,6,Apparel,0
3014,47,Thane,10,4255.51,13,Groceries,1
3015,59,Thane,53,1688.53,20,Groceries,0
3016,42,Kolkata,6,2802.14,34,Home Goods,1
3017,43,Mumbai,50,4080.43,30,Electronics,0
3018,57,Mumbai,10,1894.48,8,Electronics,1
3019,62,Kolkata,39,1984.95,17,Groceries,0
3020,63,Bengaluru,27,1025.21,31,Electronics,1
3021,28,Bengaluru,41,2696.58,13,Electronics,0
3022,30,Kolkata,82,3808.2,7,Apparel,0
3023,29,Bengaluru,46,2221.07,18,Electronics,0
3024,33,Bengaluru,43,3220.97,6,Home Goods,0
3025,41,Mumbai,17,3965.1,16,Electronics,1
3026,58,Mumbai,83,4107.7,21,Home Goods,0
3027,27,Thane,17,2461.41,36,Apparel,1
3028,50,Delhi,61,2380.49,17,Groceries,0
3029,38,Bengaluru,21,500.0,39,Groceries,1
3030,52,Delhi,49,3307.9,39,Home Goods,0
3031,32,Bengaluru,35,1129.91,9,Home Goods,1
3032,56,Kolkata,80,4861.23,34,Home Goods,0
3033,48,Thane,79,1998.72,35,Home Goods,0
3034,51,Bengaluru,47,6019.13,38,Home Goods,0
3035,37,Delhi,19,3888.89,37,Groceries,1
3036,54,Delhi,57,1293.95,18,Groceries,0
3037,51,Bengaluru,67,4106.48,10,Electronics,0
3038,47,Thane,40,5620.18,34,Groceries,0
3039,39,Mumbai,68,7488.88,24,Home Goods,0
3040,55,Delhi,58,3071.21,30,Electronics,0
3041,24,Delhi,51,3194.25,15,Apparel,0
3042,19,Bengaluru,75,3251.05,12,Home Goods,0
3043,23,Kolkata,66,6093.23,36,Home Goods,0
3044,41,Bengaluru,69,1882.75,23,Home Goods,0
3045,41,Delhi,82,4269.84,38,Home Goods,0
3046,20,Thane,79,5854.58,9,Groceries,0
3047,39,Mumbai,79,1893.72,29,Home Goods,0
3048,25,Delhi,53,669.93,5,Home Goods,1
3049,51,Mumbai,29,2524.88,13,Apparel,0
3050,26,Kolkata,25,1258.84,16,Groceries,1
3051,21,Mumbai,53,1918.32,34,Electronics,0
3052,31,Kolkata,41,5337.17,22,Groceries,0
3053,19,Mumbai,14,3932.73,10,Groceries,1
3054,24,Delhi,82,3731.95,19,Electronics,0
3055,52,Thane,83,2258.69,26,Electronics,0
3056,20,Bengaluru,14,3317.9,32,Groceries,1
3057,51,Delhi,43,3448.03,25,Electronics,0
3058,45,Thane,69,4718.31,17,Home Goods,0
3059,24,Delhi,6,4217.78,18,Electronics,1
3060,30,Bengaluru,10,3659.82,32,Electronics,1
3061,50,Delhi,48,3362.27,13,Home Goods,0
3062,32,Kolkata,58,1037.9,39,Apparel,0
3063,39,Thane,12,4656.8,5,Groceries,1
3064,52,Kolkata,16,2844.86,22,Electronics,1
3065,62,Bengaluru,15,5425.55,16,Apparel,1
3066,49,Bengaluru,63,2030.6,8,Apparel,0
3067,60,Mumbai,18,4032.39,5,Home Goods,1
3068,56,Thane,57,4850.26,34,Home Goods,0
3069,24,Kolkata,77,2883.69,21,Electronics,0
3070,26,Delhi,53,5108.84,23,Electronics,0
3071,37,Delhi,7,5478.92,23,Electronics,1
3072,41,Mumbai,38,4092.93,6,Apparel,0
3073,62,Delhi,15,5903.82,22,Groceries,1
3074,21,Delhi,11,2876.01,11,Groceries,1
3075,18,Delhi,8,3027.84,32,Groceries,1
3076,27,Kolkata,63,1862.8,25,Apparel,0
3077,52,Kolkata,32,2462.03,36,Electronics,0
3078,46,Bengaluru,60,6604.77,25,Electronics,0
3079,53,Kolkata,63,1722.74,39,Home Goods,0
3080,59,Thane,6,2745.94,16,Apparel,1
3081,63,Mumbai,56,4430.58,11,Groceries,0
3082,63,Kolkata,74,4835.71,29,Apparel,0
3083,61,Thane,71,2825.06,8,Electronics,0
3084,27,Mumbai,58,877.96,7,Apparel,0
3085,33,Bengaluru,49,2646.65,23,Apparel,0
3086,56,Mumbai,20,5013.67,12,Apparel,0
3087,32,Bengaluru,51,4061.29,13,Home Goods,0
3088,28,Kolkata,36,4192.39,23,Electronics,0
3089,62,Bengaluru,25,1192.94,37,Apparel,1
3090,55,Bengaluru,37,4037.31,11,Apparel,0
3091,49,Bengaluru,19,2611.43,35,Home Goods,1
3092,57,Mumbai,52,2846.73,19,Groceries,0
3093,57,Thane,74,5387.98,39,Electronics,0
3094,27,Kolkata,7,1682.07,13,Apparel,1
3095,35,Thane,73,3267.49,13,Groceries,0
3096,41,Mumbai,73,1012.73,38,Home Goods,0
3097,21,Mumbai,6,1229.26,22,Home Goods,1
3098,61,Thane,27,2625.6,27,Apparel,0
3099,34,Delhi,14,4610.99,7,Apparel,1
3100,30,Delhi,69,972.5,9,Home Goods,0
3101,51,Delhi,68,3057.09,36,Groceries,0
3102,43,Delhi,29,2651.08,19,Home Goods,0
3103,31,Thane,79,2416.05,17,Groceries,0
3104,45,Bengaluru,6,4637.05,31,Apparel,1
3105,31,Mumbai,29,1753.69,6,Apparel,1
3106,21,Kolkata,28,5725.2,38,Electronics,0
3107,26,Mumbai,39,3221.73,8,Apparel,0
3108,39,Mumbai,76,4813.86,14,Groceries,0
3109,59,Kolkata,54,4693.68,37,Home Goods,0
3110,29,Mumbai,43,4617.84,33,Electronics,0
3111,22,Bengaluru,68,3717.62,10,Electronics,0
3112,60,Kolkata,39,6397.86,36,Electronics,0
3113,61,Kolkata,50,2938.66,11,Groceries,0
3114,25,Mumbai,39,6351.84,35,Electronics,0
3115,64,Delhi,74,4338.44,25,Home Goods,0
3116,21,Bengaluru,73,1621.86,17,Apparel,0
3117,41,Delhi,24,7518.04,25,Home Goods,0
3118,59,Bengaluru,56,2872.3,15,Groceries,0
3119,27,Mumbai,12,3025.11,28,Electronics,1
3120,37,Bengaluru,13,2518.25,36,Apparel,1
3121,39,Thane,35,1125.66,32,Electronics,1
3122,55,Delhi,36,4792.64,32,Apparel,0
3123,24,Kolkata,77,4519.56,5,Apparel,0
3124,41,Thane,72,5590.44,28,Groceries,0
3125,21,Thane,32,4962.57,36,Home Goods,0
3126,24,Delhi,45,1396.01,18,Home Goods,0
3127,28,Thane,31,4643.75,25,Home Goods,0
3128,31,Delhi,26,3012.55,38,Apparel,0
3129,34,Thane,62,5475.9,38,Groceries,0
3130,38,Kolkata,76,2685.2,39,Apparel,0
3131,61,Kolkata,25,1968.84,18,Groceries,1
3132,58,Kolkata,44,2217.09,14,Home Goods,0
3133,43,Kolkata,16,4775.06,22,Home Goods,1
3134,24,Delhi,26,1434.55,26,Groceries,1
3135,28,Bengaluru,42,3781.65,34,Apparel,0
3136,25,Bengaluru,49,3968.34,24,Groceries,0
3137,57,Delhi,28,3529.58,18,Apparel,0
3138,60,Kolkata,38,5793.84,6,Groceries,0
3139,63,Mumbai,25,6421.42,37,Electronics,0
3140,19,Kolkata,38,4962.72,29,Home Goods,0
3141,59,Mumbai,65,1730.82,13,Apparel,0
3142,25,Mumbai,12,2497.24,39,Groceries,1
3143,33,Bengaluru,6,2247.33,13,Apparel,1
3144,53,Bengaluru,56,2080.26,36,Apparel,0
3145,24,Kolkata,17,4197.04,28,Groceries,1
3146,37,Delhi,12,771.57,10,Electronics,1
3147,19,Delhi,41,1887.54,14,Groceries,0
3148,32,Kolkata,55,3041.52,28,Electronics,0
3149,57,Kolkata,21,3188.01,27,Electronics,1
3150,53,Thane,8,1601.09,19,Electronics,1
3151,62,Mumbai,15,3696.47,32,Groceries,1
3152,46,Bengaluru,52,4442.23,15,Home Goods,0
3153,64,Kolkata,55,4228.84,21,Home Goods,0
3154,51,Kolkata,65,2663.26,7,Home Goods,0
3155,58,Bengaluru,8,3646.53,37,Apparel,1
3156,34,Mumbai,57,500.0,33,Home Goods,1
3157,61,Bengaluru,68,2751.32,24,Home Goods,0
3158,41,Thane,50,3739.49,19,Electronics,0
3159,28,Mumbai,54,1470.31,13,Electronics,0
3160,26,Bengaluru,67,2046.08,18,Home Goods,0
3161,50,Kolkata,50,2109.84,9,Groceries,0
3162,28,Mumbai,26,2782.91,31,Electronics,0
3163,47,Mumbai,81,4988.65,19,Home Goods,0
3164,52,Bengaluru,47,500.0,26,Apparel,1
3165,48,Thane,6,3408.53,12,Electronics,1
3166,29,Mumbai,70,4225.43,32,Home Goods,0
3167,40,Delhi,52,5830.32,32,Home Goods,0
3168,30,Delhi,78,3150.63,29,Home Goods,0
3169,61,Mumbai,73,6823.6,16,Electronics,0
3170,57,Bengaluru,53,5615.05,21,Home Goods,0
3171,64,Thane,67,2600.28,21,Groceries,0
3172,58,Bengaluru,27,2243.26,14,Apparel,1
3173,45,Thane,65,2943.97,39,Groceries,0
3174,42,Mumbai,65,2716.47,26,Groceries,0
3175,49,Kolkata,40,4144.4,22,Apparel,0
3176,20,Kolkata,25,3051.69,17,Apparel,0
3177,20,Delhi,62,6964.11,14,Electronics,0
3178,56,Mumbai,29,4021.27,20,Groceries,0
3179,41,Mumbai,63,3052.37,19,Apparel,0
3180,63,Kolkata,49,2949.58,28,Home Goods,0
3181,56,Delhi,34,2177.08,30,Apparel,0
3182,38,Kolkata,43,1806.35,34,Electronics,0
3183,48,Delhi,15,1060.42,34,Apparel,1
3184,21,Kolkata,41,2002.99,14,Apparel,0
3185,46,Bengaluru,11,3421.16,31,Home Goods,1
3186,39,Bengaluru,13,2744.91,32,Groceries,1
3187,40,Kolkata,58,3243.38,22,Home Goods,0
3188,50,Delhi,60,2017.85,9,Groceries,0
3189,31,Kolkata,78,3262.18,14,Groceries,0
3190,59,Kolkata,21,2933.48,9,Apparel,1
3191,33,Mumbai,25,1179.77,20,Electronics,1
3192,31,Delhi,73,4053.9,14,Home Goods,0
3193,24,Kolkata,7,4636.91,13,Electronics,1
3194,47,Bengaluru,27,2620.97,10,Groceries,0
3195,53,Delhi,23,3298.32,9,Groceries,0
3196,21,Thane,75,4939.91,38,Electronics,0
3197,20,Bengaluru,52,2545.31,34,Groceries,0
3198,53,Mumbai,10,2999.26,22,Apparel,1
3199,40,Delhi,77,2131.54,23,Groceries,0
3200,54,Thane,44,893.79,10,Apparel,1
3201,56,Bengaluru,44,5184.58,13,Electronics,0
3202,54,Delhi,7,3093.25,26,Apparel,1
3203,48,Bengaluru,7,3565.67,12,Apparel,1
3204,47,Delhi,10,500.0,38,Groceries,1
3205,25,Thane,59,4177.86,12,Home Goods,0
3206,37,Bengaluru,9,2945.81,27,Apparel,1
3207,61,Bengaluru,77,5419.97,20,Apparel,0
3208,37,Delhi,40,2745.92,26,Groceries,0
3209,50,Thane,42,2680.68,25,Groceries,0
3210,49,Thane,56,2812.68,36,Home Goods,0
3211,31,Kolkata,42,3310.87,6,Electronics,0
3212,57,Delhi,34,1958.41,14,Home Goods,0
3213,20,Delhi,79,5346.99,29,Home Goods,0
3214,22,Thane,38,4499.66,10,Home Goods,0
3215,62,Thane,80,3537.55,30,Electronics,0
3216,19,Thane,43,3441.88,19,Apparel,0
3217,54,Kolkata,24,2195.92,33,Home Goods,1
3218,39,Mumbai,31,2800.6,16,Apparel,0
3219,35,Bengaluru,26,4108.74,7,Home Goods,0
3220,50,Mumbai,29,1557.01,13,Home Goods,1
3221,23,Delhi,19,1781.59,15,Groceries,1
3222,29,Thane,67,3357.34,20,Home Goods,0
3223,37,Delhi,19,7401.75,7,Home Goods,0
3224,37,Kolkata,80,4959.21,15,Apparel,0
3225,21,Thane,66,4644.71,9,Home Goods,0
3226,42,Delhi,44,6007.8,24,Electronics,0
3227,24,Delhi,16,3137.35,15,Home Goods,1
3228,22,Delhi,47,3646.5,8,Apparel,0
3229,20,Mumbai,71,3180.94,6,Home Goods,0
3230,64,Delhi,82,5951.73,6,Home Goods,0
3231,27,Mumbai,29,2718.95,7,Groceries,0
3232,57,Kolkata,54,2622.98,16,Electronics,0
3233,43,Mumbai,47,3731.49,39,Home Goods,0
3234,24,Kolkata,61,4768.41,26,Apparel,0
3235,56,Kolkata,11,4864.49,30,Electronics,1
3236,53,Mumbai,78,3128.69,15,Apparel,0
3237,22,Kolkata,6,3891.47,11,Home Goods,1
3238,37,Thane,39,3010.77,39,Electronics,0
3239,27,Mumbai,80,4471.87,6,Electronics,0
3240,46,Kolkata,77,5804.03,6,Apparel,0
3241,44,Bengaluru,18,6675.27,35,Electronics,0
3242,50,Kolkata,19,5266.79,37,Apparel,0
3243,57,Mumbai,14,3574.96,9,Home Goods,1
3244,37,Bengaluru,44,2340.09,18,Apparel,0
3245,22,Mumbai,46,3626.46,15,Home Goods,0
3246,19,Bengaluru,30,5900.01,5,Apparel,0
3247,39,Bengaluru,8,2749.79,7,Home Goods,1
3248,32,Thane,28,3393.46,6,Apparel,0
3249,54,Delhi,25,6116.15,31,Apparel,0
3250,34,Bengaluru,26,2777.82,16,Electronics,0
3251,28,Thane,68,3974.96,34,Home Goods,0
3252,30,Delhi,20,4290.91,38,Groceries,0
3253,29,Kolkata,45,3616.44,22,Groceries,0
3254,37,Delhi,21,1921.06,5,Apparel,1
3255,32,Bengaluru,23,3741.29,10,Electronics,0
3256,54,Mumbai,27,2854.76,38,Groceries,0
3257,27,Bengaluru,55,4715.13,14,Apparel,0
3258,37,Delhi,28,5832.04,20,Electronics,0
3259,44,Thane,53,2426.06,17,Home Goods,0
3260,35,Thane,73,2674.91,27,Electronics,0
3261,45,Mumbai,31,1092.58,37,Apparel,1
3262,57,Thane,49,5420.46,15,Electronics,0
3263,57,Delhi,45,2838.19,32,Apparel,0
3264,32,Kolkata,41,2205.51,22,Apparel,0
3265,31,Kolkata,14,3951.67,37,Apparel,1
3266,47,Bengaluru,36,3872.96,20,Home Goods,0
3267,45,Thane,38,2487.44,35,Electronics,0
3268,45,Mumbai,21,2744.62,37,Home Goods,1
3269,49,Thane,59,6031.74,7,Electronics,0
3270,47,Mumbai,41,3388.13,20,Electronics,0
3271,43,Thane,78,2030.43,16,Electronics,0
3272,58,Kolkata,35,4380.7,7,Groceries,0
3273,34,Mumbai,23,2903.14,17,Home Goods,1
3274,41,Mumbai,55,2997.64,16,Home Goods,0
3275,46,Thane,8,1625.51,21,Electronics,1
3276,38,Kolkata,24,4735.01,38,Home Goods,0
3277,24,Kolkata,50,2220.22,27,Home Goods,0
3278,63,Kolkata,39,3456.89,38,Apparel,0
3279,20,Kolkata,57,3931.14,26,Electronics,0
3280,28,Thane,67,4807.63,19,Electronics,0
3281,55,Mumbai,50,5106.85,23,Groceries,0
3282,30,Delhi,76,2689.99,39,Groceries,0
3283,20,Delhi,77,500.0,5,Home Goods,1
3284,27,Mumbai,71,1671.25,11,Apparel,0
3285,23,Mumbai,44,5062.25,29,Groceries,0
3286,43,Delhi,34,1691.45,37,Apparel,0
3287,39,Kolkata,51,6543.09,14,Electronics,0
3288,63,Bengaluru,19,3931.93,13,Apparel,1
3289,29,Mumbai,42,4987.73,7,Apparel,0
3290,53,Bengaluru,18,4681.95,5,Home Goods,1
3291,36,Delhi,53,4590.17,17,Apparel,0
3292,55,Delhi,13,2138.08,11,Electronics,1
3293,50,Bengaluru,23,5152.74,31,Electronics,0
3294,26,Kolkata,30,4959.24,6,Apparel,0
3295,24,Bengaluru,79,2089.49,11,Electronics,0
3296,21,Thane,78,5151.55,26,Home Goods,0
3297,56,Bengaluru,61,4298.0,25,Electronics,0
3298,29,Mumbai,35,5411.9,9,Electronics,0
3299,24,Kolkata,73,4687.92,5,Apparel,0
3300,57,Thane,19,3615.13,12,Home Goods,1
3301,55,Thane,76,1375.15,32,Home Goods,0
3302,40,Delhi,53,3214.13,28,Home Goods,0
3303,62,Kolkata,22,2582.79,6,Groceries,1
3304,57,Mumbai,47,4739.79,5,Electronics,0
3305,38,Kolkata,28,3315.03,19,Home Goods,0
3306,38,Mumbai,12,1562.51,35,Electronics,1
3307,22,Thane,55,2713.44,8,Apparel,0
3308,25,Bengaluru,28,2963.83,29,Groceries,0
3309,21,Bengaluru,77,2705.79,16,Groceries,0
3310,41,Thane,69,4460.13,8,Electronics,0
3311,23,Mumbai,43,861.22,24,Apparel,1
3312,22,Delhi,30,5429.89,37,Home Goods,0
3313,30,Thane,21,3449.04,13,Home Goods,1
3314,45,Mumbai,57,2374.09,17,Electronics,0
3315,44,Mumbai,41,2025.46,12,Electronics,0
3316,37,Thane,50,3886.08,31,Groceries,0
3317,41,Bengaluru,70,2154.94,33,Groceries,0
3318,22,Mumbai,78,4423.67,7,Electronics,0
3319,20,Mumbai,47,4760.46,23,Apparel,0
3320,22,Bengaluru,33,2344.05,18,Apparel,0
3321,33,Mumbai,62,4985.52,5,Apparel,0
3322,49,Kolkata,13,3170.46,35,Electronics,1
3323,26,Kolkata,14,3409.77,33,Apparel,1
3324,44,Thane,16,1407.87,30,Groceries,1
3325,47,Kolkata,77,2850.69,16,Electronics,0
3326,37,Bengaluru,8,3775.07,19,Groceries,1
3327,33,Mumbai,9,3051.76,22,Groceries,1
3328,49,Kolkata,83,2444.4,32,Groceries,0
3329,59,Delhi,67,4669.86,31,Home Goods,0
3330,56,Delhi,72,5393.73,39,Groceries,0
3331,47,Mumbai,19,5309.19,21,Electronics,0
3332,37,Bengaluru,74,2478.62,13,Electronics,0
3333,53,Kolkata,20,500.0,24,Home Goods,1
3334,25,Bengaluru,57,4719.2,10,Home Goods,0
3335,59,Delhi,9,5050.55,32,Apparel,1
3336,21,Bengaluru,49,2660.46,32,Groceries,0
3337,21,Bengaluru,72,4172.0,28,Apparel,0
3338,27,Mumbai,50,500.0,32,Apparel,1
3339,44,Mumbai,22,3523.09,26,Electronics,0
3340,36,Thane,60,2724.38,24,Electronics,0
3341,35,Kolkata,40,2675.65,37,Home Goods,0
3342,19,Thane,10,4467.65,11,Home Goods,1
3343,52,Bengaluru,50,3664.89,7,Home Goods,0
3344,58,Bengaluru,55,5877.9,5,Home Goods,0
3345,21,Mumbai,59,3976.2,38,Groceries,0
3346,52,Mumbai,26,2190.37,22,Electronics,1
